"chapter_index","chapter","dialogue_index","line_index","speaker","line","happiness","ambitious","surprise","anger","sadness","fear","neutral"
"30","A Life to Love","0","0","Maelle","Verso, stop! You can’t just decide this for everyone!","0.0","0.0","0.0","0.6","0.4","0.0","0.0"
"30","A Life to Love","0","1","Verso","We’re all hypocrites, doing the same thing to each other.","0.0","0.0","0.0","0.5","0.5","0.0","0.0"
"30","A Life to Love","0","2","Maelle","What about Lune and Sciel and Monoco? What about Esquie?","0.0","0.0","0.2","0.0","0.5","0.3","0.0"
"30","A Life to Love","0","3","Verso","Sciel was right. Grief blinds us. All you see are walls.","0.0","0.0","0.0","0.0","0.7","0.0","0.3"
"30","A Life to Love","0","4","Verso","I’ve lived a long time, Maelle. There are things we can never outrun.","0.0","0.0","0.0","0.0","0.8","0.0","0.2"
"30","A Life to Love","0","5","Maelle","I’m so tired, Verso. Please, can we just go home and talk about this?","0.0","0.0","0.0","0.0","0.7","0.3","0.0"
"30","A Life to Love","1","0","Maelle","Don’t do this. Don’t leave me again.","0.0","0.0","0.0","0.0","0.8","0.2","0.0"
"30","A Life to Love","1","1","Verso","It’s gonna be ok… It’s gonna be ok, huh? You’ve got this incredible power to paint. You’ll never have to suffer a life you don’t want. You’re ok. You’re ok. You’re ok.","0.0","0.0","0.0","0.0","0.7","0.3","0.0"
"30","A Life to Love","1","2","Verso","I will miss you guys.","0.0","0.0","0.0","0.0","0.9","0.0","0.1"
"30","A Life to Love","2","0","Verso","It’s ok. It’s over. Verso.","0.0","0.0","0.0","0.0","0.9","0.0","0.1"
